id,price
15035,532177.2489660511
15036,461284.7569486572
15037,1372160.0629014566
15038,305423.41540621937
15039,325092.16842070414
15040,307885.0546690554
15041,421504.0430420857
15042,678820.2848411114
15043,265739.2886833543
15044,374819.5755728739
15045,682898.9577095533
15046,220176.72412711094
15047,518035.251042935
15048,542836.215664388
15049,880143.8418064164
15050,206218.42312100946
15051,403764.76991907466
15052,477730.6883557342
15053,1057648.5305663322
15054,410658.58327222633
15055,480831.65685877844
15056,555054.428101624
15057,1071630.8028154948
15058,354501.212945753
15059,436553.8148437966
15060,444447.143920894
15061,361906.68536025914
15062,591010.0883125009
15063,274589.14881281817
15064,579369.5033701106
15065,828369.1444140562
15066,342800.5599750598
15067,608039.9832864389
15068,1107874.4064535934
15069,380959.54797330423
15070,524552.7006042794
15071,567469.8885349649
15072,542940.6250218948
15073,390793.8429565246
15074,356942.98555728525
15075,762253.3363792188
15076,1179201.895721745
15077,427348.90737563936
15078,219699.54516445467
15079,849427.8740701501
15080,490960.4588298975
15081,505109.65477488557
15082,666342.3244570624
15083,288470.357349739
15084,579554.0163498289
15085,966599.4777022074
15086,555285.7244679086
15087,298701.13703550695
15088,462718.1290126883
15089,218855.5589833549
15090,360352.5107809146
15091,278585.554332363
15092,240805.64488848255
15093,455222.95761048497
15094,278286.10330536397
15095,241664.53331843717
15096,549699.1447125467
15097,768214.7968369828
15098,471642.6221259992
15099,238851.76728788734
15100,450841.15679143666
15101,178223.6334795741
15102,466679.0751501772
15103,741604.2082771938
15104,492725.0046186993
15105,292659.4835730345
15106,518529.9042035031
15107,471930.3126561066
15108,404642.9518639969
15109,310506.9369389743
15110,249377.06097860623
15111,560386.5935117268
15112,386146.7937620279
15113,396868.7262710517
15114,214246.30308378398
15115,405027.5052709667
15116,459582.9967774148
15117,305455.30114951456
15118,463609.9335713512
15119,652240.103062395
15120,472964.6816657539
15121,236716.02959592637
15122,286739.62121448043
15123,726981.3572504951
15124,494959.6682499037
15125,554854.9251311601
15126,427862.1937647012
15127,883455.5629025477
15128,507017.00549403
15129,236136.65442121873
15130,225688.16970375285
15131,250476.8985517026
15132,655053.2817557829
15133,1116384.962430017
15134,601482.7412206897
15135,601984.9589197087
15136,252623.22059301552
15137,743265.8631890806
15138,306312.49668913416
15139,442155.2927758357
15140,623336.180636059
15141,378990.7888886507
15142,426348.76295579196
15143,554626.6643872634
15144,612787.4889777733
15145,491861.47400521766
15146,546504.4460932004
15147,304309.5514027243
15148,250851.8073700194
15149,464062.2179063738
15150,405286.0343697737
15151,496882.4300861003
15152,309043.3178609759
15153,357336.0132998042
15154,869324.1151842838
15155,182275.04430470857
15156,409073.2891251545
15157,345935.94697272027
15158,345226.2121165097
15159,303198.0461292745
15160,512057.3620432204
15161,1138050.887040716
15162,468184.3191412715
15163,398240.8913550121
15164,489971.61579707917
15165,646785.4776573767
15166,1058302.2413023915
15167,565778.3454504956
15168,827112.8150436598
15169,798964.1473749063
15170,178143.71444588288
15171,500235.8983534918
15172,231607.71840976187
15173,646747.172564006
15174,179332.96403973523
15175,216993.47039702436
15176,601015.9329772366
15177,304581.2716537894
15178,449629.0631643577
15179,921426.394741621
15180,735126.8167798663
15181,307431.27304972464
15182,781605.0665941408
15183,305551.7117925149
15184,434414.01961331104
15185,380751.3068899825
15186,1058693.6990326345
15187,419245.97173810337
15188,465710.9087064651
15189,365507.1447969356
15190,688230.0335765447
15191,244114.02315066793
15192,470905.256288298
15193,515133.30332665227
15194,244011.69595281253
15195,291319.2466021798
15196,562646.7090173422
15197,562180.9306531833
15198,453830.6596170435
15199,371311.0420138587
15200,260879.51499201436
15201,664110.6077274134
15202,454207.2333905368
15203,190452.7374388584
15204,201156.22279713716
15205,349309.62658256956
15206,1632737.867573841
15207,444896.56499362167
15208,318763.38895255467
15209,299139.1270344058
15210,324759.3620310598
15211,306240.0909064685
15212,716942.2243686436
15213,481367.03384157247
15214,314146.2398595206
15215,482912.9145765699
15216,242897.54971696014
15217,233513.74292226112
15218,479110.49799603893
15219,354431.71343822055
15220,368993.7432002878
15221,726539.0217216795
15222,270534.8592349049
15223,477316.9755547378
15224,571503.5878267474
15225,435638.76459348464
15226,214334.9293218809
15227,564849.436329841
15228,460829.2147365451
15229,639819.5461593097
15230,344829.0745801623
15231,241928.29896037927
15232,475056.0988428443
15233,546353.7059026861
15234,1414457.2673111833
15235,428343.701803884
15236,392133.65001141373
15237,307842.48463565786
15238,580816.0996054426
15239,592489.0196170765
15240,421311.26733281673
15241,357950.78419388254
15242,493461.17413098447
15243,308221.9517059445
15244,669770.6600214097
15245,459946.6364633474
15246,585994.9263682293
15247,324843.8586684566
15248,623438.5846887592
15249,344385.5805447109
15250,1886030.2521025094
15251,363225.4556391269
15252,693158.9534444142
15253,398739.9415120284
15254,434898.9515521971
15255,333655.5692895021
15256,317073.09449846833
15257,353822.30610031605
15258,592444.232873961
15259,214358.3451981407
15260,499713.83700286265
15261,270700.04775846715
15262,459759.06382287253
15263,345235.68775848905
15264,473275.83839241863
15265,859147.134210491
15266,408646.8093865098
15267,434832.85625478456
15268,392415.2718128769
15269,504060.44143334473
15270,842686.9915653365
15271,903881.6622465549
15272,283898.44583733
15273,259696.98496231966
15274,601019.7600030529
15275,375354.0356943722
15276,533688.7475531899
15277,296956.03484750906
15278,1260730.317938004
15279,277085.5906570641
15280,616608.2082978085
15281,1043925.0381246298
15282,401720.1386316367
15283,242380.02581792537
15284,1106592.0417659755
15285,940721.9716501464
15286,484378.3724398681
15287,670253.2424651961
15288,779323.9473740668
15289,719881.5697645901
15290,398214.5160495358
15291,479466.91409387544
15292,496583.10524342634
15293,490098.75297491316
15294,804036.5457126019
15295,383924.7849625591
15296,207308.72469656527
15297,206868.34261778873
15298,866066.020232002
15299,423186.16923264787
15300,282950.3041409155
15301,443185.03229077527
15302,186169.07530185036
15303,390058.13476385706
15304,769197.5805119992
15305,239011.02204904254
15306,491451.08568377857
15307,617620.4099731509
15308,538088.7325237722
15309,307176.93358195724
15310,396555.5788228709
15311,590570.8827053612
15312,460478.7807864637
15313,1804547.39737204
15314,244880.31257840095
15315,1316808.3676238079
15316,354515.03858561337
15317,521531.75230048003
15318,525498.1163382467
15319,1128166.3965120164
15320,583199.641405977
15321,228898.1732514218
15322,713749.5003276967
15323,286048.9499937606
15324,389016.4463978905
15325,336288.2830411043
15326,682052.2621580363
15327,284867.7779839948
15328,732693.3702634333
15329,473698.59769260336
15330,799435.7571291212
15331,423160.66848226305
15332,512450.0174912543
15333,449826.56503854267
15334,302412.7495255153
15335,534109.7000431803
15336,364478.9864416466
15337,209621.22128152463
15338,586854.6764849842
15339,317890.85051688756
15340,323998.0894154302
15341,323770.8145102315
15342,211901.36431977304
15343,267954.0722634964
15344,768954.2836237857
15345,179771.64537347088
15346,433670.65700762975
15347,443401.05506322737
15348,1236602.1371771367
15349,284460.4776306214
15350,355138.21090326895
15351,433213.6485835608
15352,1445755.5366333318
15353,299455.4468183148
15354,295287.9609325408
15355,626448.1581975962
15356,730268.9178577055
15357,779763.5509137632
15358,908320.8404085683
15359,385232.5075510829
15360,530661.0389339586
15361,248993.42660282072
15362,495120.6852397503
15363,504971.13694374147
15364,524664.2967921289
15365,448270.45001865237
15366,575150.5270446151
15367,452573.92391227407
15368,472320.2874786871
15369,452390.7500309656
15370,469259.4736633685
15371,325742.9321571619
15372,229257.39349999063
15373,338154.9873532154
15374,365314.8651189437
15375,899084.4123126026
15376,457357.64514411846
15377,464605.8975899595
15378,606735.4513453696
15379,308075.35723024723
15380,513587.0073389042
15381,768981.745182068
15382,604165.6072972161
15383,632830.9427556398
15384,322067.3473580452
15385,1665262.065432834
15386,428089.29315729195
15387,602446.7817372596
15388,410237.3551700879
15389,353605.22410470765
15390,397040.4355298157
15391,261547.74914504593
15392,279972.70853761287
15393,344671.0234297555
15394,436804.61781237024
15395,246139.479220812
15396,253516.5695336889
15397,550492.8166204962
15398,237482.65890224843
15399,554454.8497550884
15400,782355.0416283599
15401,412532.65345896385
15402,866922.0564585149
15403,268112.9132818332
15404,648659.0616501129
15405,355946.7720177295
15406,859073.5835834588
15407,345456.0461917422
15408,468418.76478414657
15409,663354.1750596551
15410,305060.73490978533
15411,491007.2990911687
15412,304559.1713781573
15413,242233.5716263065
15414,301988.23947984824
15415,557142.8570378841
15416,1350852.7821642545
15417,441795.5612929734
15418,415030.4340649995
15419,443191.0032115403
15420,567159.4929585566
15421,635863.4697024341
15422,814624.0370170426
15423,422817.4791544482
15424,463410.2088400556
15425,1510987.721613936
15426,333298.9832309461
15427,693250.5784177439
15428,609099.8390580793
15429,782150.0355465912
15430,431055.5800721911
15431,352781.69508554606
15432,222073.03996298305
15433,477559.532762968
15434,337044.75133249693
15435,758014.7667733134
15436,442391.2853634912
15437,1148532.4122918057
15438,567463.2637353232
15439,552709.9575463978
15440,685212.5016006675
15441,678463.4070555774
15442,502170.58003022184
15443,391066.1969576243
15444,461757.1518224715
15445,461212.11363063316
15446,446053.966724937
15447,358881.5000979818
15448,249584.89003527976
15449,220082.5892893632
15450,302167.6093173613
15451,527570.5203595201
15452,278415.0850587152
15453,557696.2936506147
15454,866726.6827939425
15455,1484224.693365409
15456,434383.6218869091
15457,479229.29585295095
15458,328418.45766459254
15459,936472.5807244888
15460,585146.0490822698
15461,419211.0157907645
15462,525464.3549614814
15463,177554.289265055
15464,275842.9244976967
15465,740286.6750658889
15466,189643.70986732419
15467,470108.1771643606
15468,360331.1410006664
15469,237451.6620087304
15470,500027.56459192635
15471,623683.9089640888
15472,333385.0671287481
15473,558329.9771749221
15474,662349.5021886056
15475,712050.7749081418
15476,597213.8669105484
15477,573707.2555071149
15478,351204.0345261062
15479,275737.8984535841
15480,345258.64243901265
15481,234473.27300670714
15482,1321949.2985574594
15483,276435.3960740705
15484,609346.5361333239
15485,230689.22210960052
15486,472797.0910407393
15487,466801.1237117976
15488,250899.47181731183
15489,292788.1235943847
15490,354952.40317888017
15491,276301.39033917716
15492,262296.6782337074
15493,332922.5159368287
15494,255020.64245052423
15495,333126.5123465511
15496,605388.3994523828
15497,794809.5429952738
15498,531530.850164075
15499,722165.5946780118
15500,217757.3106555352
15501,551665.722187003
15502,346130.72615514544
15503,1009972.8986511042
15504,569626.106005793
15505,213340.9263636165
15506,469991.5410974527
15507,545296.2122204041
15508,536431.0829214596
15509,215116.00697388896
15510,442861.649570123
15511,1375599.9142205105
15512,203259.1495591375
15513,256963.62540390313
15514,479556.76339648827
15515,1078863.4447078076
15516,356940.3827832506
15517,369059.630136351
15518,443122.22495251475
15519,358810.7515666808
15520,465987.00193123636
15521,483584.9335193316
15522,579916.218828879
15523,693311.310841256
15524,394900.904130156
15525,589936.2890927152
15526,281075.71455292264
15527,1952085.5244925607
15528,301025.8408768834
15529,310416.31035574106
15530,268874.2123423148
15531,783624.2897136896
15532,344005.8195127899
15533,681695.3565949451
15534,743092.1097159331
15535,541417.5841955828
15536,441598.7965937454
15537,1096246.0547249399
15538,398835.6736686342
15539,641011.5022238861
15540,552210.3304408097
15541,504157.28596668906
15542,238868.46826414712
15543,258009.66704163855
15544,1243586.4690462947
15545,1911945.658909315
15546,296742.7937845066
15547,356091.6259569799
15548,375534.70567858516
15549,649678.2055741455
15550,581635.5544735056
15551,702465.1952459402
15552,490341.45948220533
15553,308730.2878379435
15554,667374.6809253028
15555,345813.21391331236
15556,383696.2208103008
15557,613206.8645417732
15558,866791.6868486936
15559,369769.2435396336
15560,496224.00203784584
15561,861779.3649439996
15562,285313.90092944534
15563,366976.6795733217
15564,300499.4149780438
15565,220821.37207513387
15566,975438.370762883
15567,244066.4022885736
15568,229742.37988986052
15569,395218.9844842341
15570,642838.4190042572
15571,280577.4764739692
15572,607852.2063039392
15573,267110.2169986977
15574,388314.35235964484
15575,230500.4157456874
15576,483839.9103571415
15577,417293.5925753773
15578,809193.0736497259
15579,291066.65661130013
15580,668084.3047421026
15581,394071.40758227406
15582,1653801.6415135907
15583,368791.2951527821
15584,760632.7633809536
15585,223108.93934948833
15586,746858.6123942384
15587,322791.85897738626
15588,221901.3010765136
15589,430136.81008914177
15590,1005314.00198121
15591,312655.9906305624
15592,1368226.02726443
15593,257890.91253807826
15594,278176.27011329326
15595,359262.48658624577
15596,185318.18476299202
15597,375097.2331129272
15598,271627.3912387782
15599,491295.17403873877
15600,260166.75200961233
15601,277944.2974439575
15602,373664.36425226857
15603,372247.55797968473
15604,600343.5842148353
15605,632147.7605102889
15606,863017.0008724399
15607,1088871.0466531506
15608,227639.4807605086
15609,1074901.0612570387
15610,531923.2438678757
15611,778852.2127040073
15612,407293.57650748006
15613,314426.9545021159
15614,564337.6482083433
15615,411457.57918077987
15616,274400.52030605136
15617,709330.5528461499
15618,659413.2709221514
15619,393362.3561831902
15620,282257.4657784513
15621,686480.8120562676
15622,176801.3017765125
15623,141938.19006976494
15624,371300.2679620014
15625,554581.5821708678
15626,964949.4805664222
15627,511431.0911277883
15628,634149.4507990357
15629,255242.36914991654
15630,228204.2234002389
15631,354739.7312446559
15632,267955.7606363894
15633,555625.552099935
15634,1388306.1146710173
15635,477944.31213996175
15636,319771.87440556014
15637,287089.23436276644
15638,696699.7264907962
15639,747211.9648842944
15640,430579.93486139126
15641,358655.7315717633
15642,1582096.5082072732
15643,590526.0230389856
15644,254605.81080817382
15645,615630.0462070251
15646,232225.75574281762
15647,823673.8714885002
15648,283607.5970729158
15649,379888.56195824814
15650,238270.23480647663
15651,535483.8768635234
15652,727045.1615319505
15653,210236.24034037263
15654,289549.16420324525
15655,544241.837617259
15656,248631.82042422195
15657,339152.3283568123
15658,247695.1842780195
15659,242749.679016948
15660,1010790.8220776629
15661,278533.5320723747
15662,544555.6306411088
15663,1141334.7574667966
15664,336568.2514408735
15665,534199.7165011435
15666,270265.141518687
15667,354664.8096010706
15668,198323.9427172458
15669,474706.8856078008
15670,255698.47313122018
15671,2847469.9370009163
15672,467318.1767161617
15673,272390.35801865644
15674,192139.5589863854
15675,623068.6650052508
15676,425887.06992542767
15677,574173.7320103309
15678,451313.43726603664
15679,403046.89088060154
15680,309337.2564079786
15681,1116149.5070996694
15682,646965.0380231513
15683,1664934.098080095
15684,544520.9925795855
15685,324635.02679903054
15686,310219.86739934376
15687,266958.6742798704
15688,439062.077503918
15689,335655.67217204557
15690,251580.84560548986
15691,263127.23111573514
15692,225287.77263729667
15693,935632.9199333481
15694,568154.2036831094
15695,376233.10057777556
15696,991818.7717176821
15697,364597.2797837466
15698,1049907.4234451784
15699,536608.8374687218
15700,407631.7168663407
15701,284701.94527745765
15702,509619.87674120156
15703,427744.64573513676
15704,581944.0574511341
15705,464740.31091643113
15706,500985.40124665597
15707,307064.57989963755
15708,398508.42565186135
15709,355303.9403562829
15710,148115.76907571187
15711,2698500.3931811117
15712,1041149.8579808082
15713,229615.2691885524
15714,1236981.2145486628
15715,704682.9715666182
